run,model_id,condition,rag_enabled,prompt_id,recorded_prompt_tokens,rebuilt_prompt_tokens,completion_tokens,was_copying,continuation_banned,banned_token_count,response_tail
phase1_mistral-7b_zero_shot_rag5_20260723_134537.csv,mistral-7b,zero_shot,1,P028,1300,1352,160,False,False,0,behaviors can vary greatly from person to person.
phase1_mistral-7b_zero_shot_rag5_20260723_134537.csv,mistral-7b,zero_shot,1,P029,1372,1424,85,False,False,0,support to maximize their abilities and minimize symptoms.
phase1_mistral-7b_zero_shot_rag5_20260723_134537.csv,mistral-7b,zero_shot,1,P030,1272,1324,121,False,False,0,the specific needs and strengths of the individual.
phase1_mistral-7b_zero_shot_rag5_20260723_134537.csv,mistral-7b,zero_shot,1,P031,1453,1505,69,True,True,1,the CDC's Autisms and Developmental DisabilitiesMonitoring (ADDM) Network.
phase1_mistral-7b_zero_shot_rag5_20260723_134537.csv,mistral-7b,zero_shot,1,P032,1285,1337,73,False,False,0,say that the prevalence of autism is 1%.
phase1_mistral-7b_zero_shot_rag5_20260723_134537.csv,mistral-7b,zero_shot,1,P033,1445,1497,122,False,False,0,should be made by a qualified healthcare professional.
phase1_mistral-7b_zero_shot_rag5_20260723_134537.csv,mistral-7b,zero_shot,1,P034,1346,1398,30,False,False,0,prevalence of autism spectrum disorder (ASD) among adults.
phase1_mistral-7b_zero_shot_rag5_20260723_134537.csv,mistral-7b,zero_shot,1,P035,1258,1310,73,False,False,0,face challenges in various aspects of daily life.
phase1_mistral-7b_zero_shot_rag5_20260723_134537.csv,mistral-7b,zero_shot,1,P036,1296,1348,59,False,False,0,depending on the study and population being considered.
phase1_mistral-7b_zero_shot_rag5_20260723_134537.csv,mistral-7b,zero_shot,1,P037,1262,1314,38,False,False,0,people can range from profound impairement to high-functionning.
phase1_mistral-7b_zero_shot_rag5_20260723_134537.csv,mistral-7b,zero_shot,1,P038,1240,1292,54,False,False,0,"and social skills, and repetitive patterns of behavior."
phase1_mistral-7b_zero_shot_rag5_20260723_134537.csv,mistral-7b,zero_shot,1,P039,1308,1360,6,True,True,1,Parents and other care
phase1_mistral-7b_zero_shot_rag5_20260723_134537.csv,mistral-7b,zero_shot,1,P040,1286,1338,97,False,False,0,other biological factors as potential causes of autism.
phase1_mistral-7b_zero_shot_rag5_20260723_134537.csv,mistral-7b,zero_shot,1,P041,1270,1322,21,False,False,0,"that vaccinations do not cause autism, despite misconceptions."
phase1_mistral-7b_zero_shot_rag5_20260723_134537.csv,mistral-7b,zero_shot,1,P042,1268,1320,81,False,False,0,discuss these concerns with your child's healthcare professional.
phase1_mistral-7b_zero_shot_rag5_20260723_134537.csv,mistral-7b,zero_shot,1,P043,1351,1403,88,False,False,0,the side of caution and seek professional guidance.
phase1_mistral-7b_zero_shot_rag5_20260723_134537.csv,mistral-7b,zero_shot,1,P044,1318,1370,107,False,False,0,determine if additional testing or support is needed.
phase1_mistral-7b_zero_shot_rag5_20260723_134537.csv,mistral-7b,zero_shot,1,P045,1279,1331,67,True,True,1,also recommended to contact your local early intervention
phase1_mistral-7b_zero_shot_rag5_20260723_134537.csv,mistral-7b,zero_shot,1,P046,1342,1394,61,True,True,1,immediately. You can determine whether your child is
phase1_mistral-7b_zero_shot_rag5_20260723_134537.csv,mistral-7b,zero_shot,1,P047,1205,1257,63,False,False,0,of the child falling further behind their peers.
phase1_mistral-7b_zero_shot_rag5_20260723_134537.csv,mistral-7b,zero_shot,1,P048,1333,1385,61,False,False,0,"concerns, such as speech or global developmental delays."
phase1_mistral-7b_zero_shot_rag5_20260723_134537.csv,mistral-7b,zero_shot,1,P049,1298,1350,37,True,True,1,can help determine if your child is eligible
phase1_mistral-7b_zero_shot_rag5_20260723_134537.csv,mistral-7b,zero_shot,1,P050,1166,1218,26,True,True,1,prematurity when using autism screening tools like M-CHAT-
phase1_mistral-7b_zero_shot_rag5_20260723_134537.csv,mistral-7b,zero_shot,1,P051,1341,1393,7,True,True,1,The M-CHAT Parent
phase1_mistral-7b_zero_shot_rag5_20260723_134537.csv,mistral-7b,zero_shot,1,P052,1378,1430,11,False,False,0,"Yes, you can administer the M-CHA"
